TEA,SLN,AreaSqMi,thhE,thhM,oohhE,oohhM,rohhE,rohhM,ocb1E,ocb1M,ocb2E,ocb2M,ocb3E,ocb3M,ocb4E,ocb4M,ocb5E,ocb5M,rcb1E,rcb1M,rcb2E,rcb2M,rcb3E,rcb3M,rcb4E,rcb4M,rcb5E,rcb5M,bb1E,bb1M,bb2E,bb2M,bb3E,bb3M,bb4E,bb4M,bb5E,bb5M,commctrs,libct,SUM_SqMi,aduincar_c,STD_TotOff,aduincar_m,rv1,rv2,rv3,rv4,rv5,bv1,bv2,bv3,bv4,bv5,rvp,bvp,ltrvp,ltbvp,juvcrime_3,juvcrime,adupopE,popE,juvpopE,evf,avgevf
272,272,12.5663706144,26033.4747273,1421.49398451,14552.730453,1872.55909322,11480.7442743,2097.54046425,1328.25997471,902.558046816,827.414487862,715.157138691,711.023233252,697.886383921,345.314890393,475.845927856,106.562311155,328.123519088,2661.52380738,1239.19805975,2095.73253964,1215.93488039,625.93751226,701.102945182,194.29348083,415.770892069,0.744198764037,288.401990829,21089.0838846,5680.99980966,41525.3102906,6289.36708628,4389.91456424,1594.86968923,90586.9284222,8911.19622858,28040.5028081,5900.13280739,2,2,0.664633424342,226,0.598863654479,1.27884576209,30807.3419709,8.24434689242,5,20.7039690412,667.785701902,3010.73259561,0,19.2669689619,0,83,0.0216354454716,0.0885723434067,0.0203681533748,0.081269901408,719,240,65761.2447444,90423.2608374,13551.5228299,2072,1036
289,289,12.5663706144,19899.0543342,1480.34601635,8622.94609467,1490.70149973,11276.1082396,1778.26535549,851.974059788,622.048807578,542.299672702,523.739416239,272.313434395,362.738408002,179.028745398,281.382450379,264.735234861,363.782721668,2319.07461223,1037.82850555,1806.74520714,1052.40047598,591.464213314,625.88984692,307.277492051,365.980972868,9.19164244657,213.303025819,12817.0182986,3745.9893598,28472.1308794,4195.97775339,2715.49154522,1107.17280097,57069.3835944,6511.27418906,15836.3061036,3953.74231064,2,1,1.41132766476,307,0.922821580575,1.85225780904,26393.4480588,30.5270098578,25,71.8567676088,1039.61455661,3921.93929417,1,17.2316755079,2,265,0.0619873925019,0.14093163983,0.0584016098686,0.134565914208,737,246,44193.2884124,57931.2456905,7458.68318461,1594,797
112,112,12.5663706144,19131.2304286,1475.29570898,7200.99111712,1343.89868565,11930.2393115,1693.71406362,671.886899892,522.415098281,428.260743156,441.551318984,196.704221827,299.607541649,144.015759454,246.694716529,259.010024185,344.317120788,2189.18285629,974.930306459,1718.40221538,973.049441065,667.761090229,612.474587439,480.076166381,423.94761909,26.6039904523,208.865938289,10436.5903053,3113.47747298,26627.1620828,3760.30069692,2236.61714206,965.70183435,50048.1680604,5710.78032266,12727.5189054,3360.66300045,2,1,1.54480798755,300,1.01022940461,1.94429522339,27215.4321181,34.1083147226,36,65.05525639,976.602481728,5245.34969594,30,29.5394094042,3,463,0.0571250975229,0.134388375767,0.0536678276522,0.130083497074,686,229,40559.870779,51501.6404493,6212.50377306,1576,788
130,130,12.5663706144,25628.8492042,1301.0041222,14193.1876456,1789.66661963,11435.6615587,1992.67942433,1210.72788073,819.03255387,914.846090496,747.832376835,688.677660931,671.735039359,336.692419601,453.316581384,62.8722336988,280.818759709,2390.26309402,1136.48824206,2191.10361177,1214.2989176,614.322921686,645.358824675,191.921401004,410.366821968,0,274.355931388,18648.9215106,5230.96105738,39547.5697383,6270.90637214,4153.79660671,1515.26831896,89101.7305992,8267.81870526,26966.7503095,5546.99584269,2,2,0.651824992065,206,0.62318920778,1.35145241278,27756.7038404,8.41706032649,4,16.0633555693,580.565785104,1840.6202006,0,6.10042542981,0,67,0.0217052595443,0.0852371616628,0.0204941384802,0.0828263805746,589,196,65202.9698693,88983.8913594,13262.5159181,1817,908.5
136,136,12.5663706144,21334.185647,1041.9074777,10886.3436686,1433.57680478,10447.8419784,1604.5221176,1037.48413671,667.063500945,836.337268072,662.951898245,497.892260324,493.591666461,234.732355122,346.119639481,28.2644570079,216.555580085,2164.84065028,1000.32342287,1988.08774516,1031.72699139,442.504970722,461.015706975,167.032373839,351.598566462,0,222.086682479,14093.6829579,4153.62889712,30488.8230322,5467.86339512,3101.40257533,1189.57922421,75284.2862342,6799.3488488,23234.8348523,4553.14984265,2,1,0.622702297694,192,0.843322211524,2.04661002393,22802.8388409,5.7910850934,6,9.90095426395,390.391333747,1458.39357843,0,0.508301392416,0,36,0.0189597516441,0.0726390793581,0.0175922683096,0.07218354453,565,188,54566.3403631,75305.2382739,11052.2978382,1489,744.5
149,149,12.5663706144,22782.1607968,1095.05024244,12379.4458158,1554.46230679,10402.714981,1738.05106159,1089.72397093,701.909943542,897.443039883,704.341893387,668.505454011,605.343209589,279.384790259,392.440322933,57.756016475,249.135347462,2313.97260909,1044.70627459,1941.20961993,1054.4602154,492.088357943,525.161911635,155.007210853,355.196619361,0,230.669347328,15738.8019088,4388.27190432,33352.4732731,5609.25232111,3741.83338771,1305.37544948,79662.0740283,7038.67015694,24299.2236309,4723.4226667,2,2,0.600611896239,200,0.782538217976,1.7493661302,24271.8036364,7.4244256985,5,10.624127477,545.172631351,1468.87462778,0,0.818456953719,0,44,0.0229678612514,0.0824776895217,0.0214561002081,0.0811931703586,511,170,58090.0185576,79687.8734148,11676.5760598,1833,916.5
152,152,12.5663706144,25839.0551872,1538.04800621,13707.1433982,1891.3147444,12131.9117889,2170.38244068,1391.47976498,940.801591197,728.730085978,692.430327145,669.558110476,675.623786453,303.545494631,446.735643707,103.583260385,325.577538739,2905.54631973,1321.540291,2176.27245964,1221.59382326,602.127057762,699.480758018,172.208136787,379.538033402,5.6448436746,290.588936903,21953.5307084,5907.14067223,40499.7390482,6161.99832718,4266.91289432,1579.27038081,89054.2106233,9279.71401066,28196.0961987,6032.12541901,2,2,0.667902369998,286,0.755228861049,1.463826307,31454.4876873,11.1063496606,11,43.144625753,787.701949028,3593.84587872,1,21.8641660342,1,128,0.0259745232488,0.0942042310976,0.0240147890101,0.0857453917808,864,288,64647.7033806,88979.6073658,13597.8310345,2128,1064
157,157,12.5663706144,19657.9190597,1478.75201264,8010.69536755,1355.76343222,11647.2236922,1703.69535799,653.185963706,519.930614709,427.053329707,443.975498194,213.631429289,313.180166595,188.630076506,278.380279707,323.808272903,379.68428062,1886.98584669,920.362650238,1641.21867275,926.325358355,648.435955922,578.581384021,455.825577479,399.2521366,35.364566071,226.694987476,10929.8779475,3311.85340018,28564.1257383,3917.14564982,2640.83774829,1036.52207137,52330.6707693,5953.3904957,13074.2514382,3531.37800374,5,1,1.82111888726,259,0.961664822468,1.93054340472,28476.5837629,29.4315953623,31,56.3802855994,887.515372221,5369.18423494,28,28.1560120524,4,468,0.0459189260136,0.123785314844,0.0433135549404,0.119555172622,639,213,42378.1675292,53336.8487073,6621.90844702,1355,677.5
158,158,12.5663706144,26211.5509524,1498.64110983,14205.1737377,1897.0131444,12006.3772147,2121.06721234,1151.3526154,861.176437487,789.179656369,700.87982782,597.717405047,635.393749507,361.412402589,467.019755885,241.677993153,375.506881439,2246.28052506,1161.5068047,2381.37402173,1245.46523197,610.3923048,652.980075603,241.236038016,426.203818472,7.96078357215,288.031561253,18096.9840053,5221.39608991,40295.5142088,6144.56793376,4349.6292381,1565.20091732,86301.8925873,8535.7126376,25310.4937733,5608.27972597,2,3,0.523899594033,209,0.583851991723,1.24250032036,31634.4970606,7.53945018939,6,20.5319364519,728.60555177,3408.13591777,1,15.152923095,1,118,0.0225215413502,0.0881614805805,0.0214893805547,0.0827358818647,651,217,64004.0860085,86336.9448367,12308.3934369,1510,755
275,275,12.5663706144,22623.1059859,1350.27674263,11929.2532296,1634.88749168,10693.8527562,1843.1274946,969.993478287,723.582824109,670.629382224,597.335594193,453.193763803,505.593168324,314.473443472,402.811139423,236.107134078,327.213300526,1955.80338362,1015.8094344,2002.84557071,1074.89108684,520.33572655,543.160869961,272.854745115,400.316711455,14.881938143,255.39354381,14413.6230292,4307.54568537,33784.0467151,5155.48028207,3733.12079506,1306.11058127,72048.9146276,7137.05557625,20618.2680453,4644.78259547,3,3,0.539913550422,217,0.714226839469,1.53595175003,27238.590995,7.21803055703,6,17.866530587,572.463053071,2685.17851685,1,5.11174673149,1,134,0.0219608281188,0.0848582445548,0.0210752805953,0.0830570514222,505,168,53935.4050155,72030.1865158,9885.33413614,1345,672.5
190,190,12.5663706144,23396.7945267,1253.1421376,12574.0137413,1647.20502587,10822.7807854,1838.64005735,1051.400843,743.866287396,822.469953908,668.646726776,506.683560424,551.268233527,298.596212376,408.899786281,107.721231697,273.218511582,2021.03348184,1040.43018414,2186.4617922,1160.81191139,560.381036889,568.576630966,215.195543569,402.237833537,0.292696463776,259.063590264,15404.8230084,4666.50647765,35178.4757211,5727.33460265,3639.08651822,1322.09246637,79760.1108881,7515.00934967,23779.890992,4988.60937541,1,1,0.654523553495,193,0.624660484334,1.39090501766,25563.6965823,7.3259419941,5,15.1315370304,458.061356113,1808.97853617,0,1.99999998944,0,61,0.0207089768842,0.0785471314113,0.0196876827334,0.0776448215965,478,159,58469.7787817,79580.6181923,11322.6474197,1347,673.5
192,192,12.5663706144,24503.7423669,1597.93498879,12793.6443463,1841.56385505,11710.0980207,2104.51210901,1235.06585645,861.747915992,718.593504627,672.33770625,521.057389036,545.368634493,277.0611754,382.96226605,308.455329409,413.133430285,2441.38104597,1201.56246604,2006.41805181,1188.6101845,625.240655465,692.295588885,198.519614465,356.911953347,6.11482039311,261.525291625,18066.7505851,5116.16151474,37465.093184,5476.1117132,3932.43514595,1428.50430063,77056.4194317,8416.03685445,22588.8098266,5257.78577415,3,1,0.661391738148,304,0.847942519833,1.7349690102,29924.4741061,22.2061836422,15,61.7284267091,914.255083947,3432.89655228,1,22.6651236885,1,181,0.0413524129768,0.125602164048,0.0387811885594,0.116978299135,836,279,57343.4012703,77058.5776657,10799.9752621,1664,832
197,197,12.5663706144,22834.1802267,1560.50867459,11081.9613081,1659.1834345,11752.2189187,1959.72065745,947.955255548,710.150761738,601.951148164,587.785088954,399.903360137,449.909341937,256.057180537,353.964252113,350.432019543,421.499349131,2311.91342263,1135.3618249,1919.78824162,1105.74785768,636.590750526,652.568272442,263.300966617,352.499779663,16.6234478245,250.372319771,15128.4720165,4440.24813962,34257.1652286,4932.03538157,3632.42983606,1302.50734775,67480.9194265,7510.85057629,18648.3742753,4666.552765,2,1,1.28719140658,275,0.84369031452,1.71668525403,29602.6706694,22.5611699888,15,59.7390200287,901.184819677,3751.56889161,1,18.9699280264,2,235,0.0433262727901,0.129047444993,0.0410514008163,0.122088211194,721,240,51442.6724593,67588.7286901,9029.27191273,1951,975.5
204,204,12.5663706144,22953.7001834,1449.78942809,11438.6083186,1637.17123236,11515.0918647,1881.62129952,913.91831965,710.217920904,593.306904617,575.214951039,435.448697145,490.64009718,327.178076118,405.8618821,294.0625148,368.395286424,2066.88887705,1049.11848184,2042.0444187,1087.64853548,575.827909965,580.709675805,288.806290164,387.571749647,20.80993864,256.221771321,14518.7314511,4340.51604942,34424.4992229,5100.24691053,3705.90154909,1303.68375921,70059.5755075,7399.34484322,19528.9801749,4697.28481627,3,2,0.509767744471,233,0.764940171729,1.64931514358,29723.9029327,11.0093846816,8,21.1612444196,681.471265385,3511.03211728,1,9.27221156365,1,185,0.0228955410729,0.0911776543348,0.0219159060569,0.087888154399,596,199,53079.9957884,70146.1784397,9620.53561116,1500,750
239,239,12.5663706144,26169.0167232,1371.52314092,14218.50858,1834.87562051,11950.5081432,2050.89210091,1184.22078118,827.809033659,895.523635615,745.658073564,661.16989357,667.034776916,352.32489368,466.477471947,75.5738452529,289.900344202,2441.7754427,1164.6311416,2311.8485885,1258.15244798,633.484431181,656.246083426,216.118850996,427.624814888,0.175806271485,287.321647216,18651.8479357,5334.07081843,40100.6929171,6392.84077045,4067.97228159,1532.54036942,89846.7794654,8476.13910627,27074.0950225,5664.98987141,2,2,0.711734808687,203,0.613779557601,1.34968574867,28997.5550792,8.07947988182,5,17.7937855284,625.712913733,2175.86658149,0,6.87659242442,0,74,0.0218609738591,0.084437264964,0.0207882332367,0.0817391898292,637,212,65800.2405146,89728.8700153,13219.0290359,2103,1051.5
211,211,12.5663706144,18136.6278177,1160.31413087,8885.95713006,1278.73915881,9250.67068763,1482.48090681,744.956101741,550.530869341,497.848619619,455.686255129,320.077979792,380.922601189,273.883562446,321.315842978,206.386618917,272.229212513,1875.93570299,871.243774232,1583.38616342,856.102453291,422.247296657,435.209027701,235.143179407,317.976512909,12.8948806112,205.191154517,10716.1019476,3319.07239569,26053.6659839,4032.20886695,2847.41504239,972.415793499,55626.379329,5711.0000179,15584.7498137,3644.37258546,6,1,0.571205221471,238,1.20401954459,2.96139509497,21207.6200008,5.96026002663,2,9.98068533503,403.668967482,1699.50874503,0,2.24678469526,0,106,0.0223260231359,0.0709622745945,0.0218115603033,0.0700123425185,610,203,41933.8714922,55519.5477411,7731.64228496,1413,706.5
229,229,12.5663706144,26716.7764041,1585.36844682,14520.5371551,1945.45795021,12196.239249,2194.62483616,1312.3575743,918.235331875,743.444158425,707.73386433,627.482157594,650.022773581,333.219557445,441.640243072,246.667773621,397.793990648,2534.21328757,1268.59069093,2228.10905395,1242.80705362,635.367560049,705.413634011,209.31830994,402.993341265,6.000000003,297.388586543,20481.5668798,5643.30412998,41870.0850284,6162.11842823,4519.99145122,1614.23253815,88210.2657726,9130.25802973,26361.8441507,5886.47279689,4,2,0.826605850584,246,0.686012574963,1.42262701993,31902.4680022,11.4687438069,10,39.6522836289,792.029569757,3388.88245373,1,21.9923047036,1,139,0.0259893239664,0.0957443295963,0.0242149032992,0.0875527397568,697,232,65281.6094956,88202.2496274,13010.0167102,1530,765
171,171,12.5663706144,25615.6762978,1720.17160611,13787.9376697,1640.52756021,11827.7386281,1825.66291736,745.071789071,616.944429023,373.244219296,444.181446559,403.210402004,445.230063697,619.547356456,544.503964416,1062.49217853,695.370883042,1602.43589374,913.812243868,1280.23509137,829.084936507,890.024998096,734.171647324,468.673440257,474.031509815,155.624424452,320.459563174,9925.89531745,2296.10098956,35636.6269491,3796.79827505,4604.67085979,1253.35869991,55059.685874,4995.48009998,10695.1597262,2421.68309348,3,1,1.3090694499,204,1.56253769141,3.4983272992,31586.131984,51.854944572,49,35.9571136947,271.782582675,2450.2439814,1,12.0402737105,7,131,0.0141555138715,0.0625246685842,0.00943122536813,0.0571358454415,159,53,45238.7411319,55006.746096,4187.10315747,896,448
125,125,12.5663706144,24125.4737319,1359.13737877,13474.4442582,1569.6984136,10651.0294737,1825.25358384,762.745595934,583.910648724,1007.81794209,797.0536542,821.461338723,653.718238845,223.794790085,334.9545737,136.89691657,278.985994779,1756.22507074,919.980925201,2665.13801857,1373.59503798,604.40912839,602.802565527,161.752357121,323.048674101,6.23316338918,224.454281098,13318.8718715,3883.9981753,32058.5317891,4801.8485269,4994.45893329,1350.46660096,67143.7903874,6573.75438161,17748.6767649,3836.65044852,2,1,0.335020371959,267,3.2725623645,5.45689356863,25530.2341958,55.3130582445,66,44.9549871838,538.255299486,1777.46585584,14,28.209898189,10,316,0.0278383917208,0.213366847645,0.0217462016991,0.184685611105,439,146,51069.9724685,67069.9519643,7977.99586362,2562,1281
147,147,12.5663706144,24086.0328826,1378.78586319,13337.9735543,1610.56268459,10748.0593283,1842.55923789,811.254698103,615.642313173,950.654112839,759.98015538,842.742756217,685.071045539,224.279002689,332.688300389,66.4414536361,259.377000265,1816.50911081,980.57788031,2679.90100939,1377.06444158,737.896791957,720.329427766,245.890272833,387.024497944,0.10257168622,238.132895411,15811.1138153,4329.51553079,33824.7115206,5199.16485967,5130.36966343,1403.2907975,71283.0651202,7281.39739026,20259.579876,4301.71668246,2,1,0.147298518268,277,3.65254793844,6.45877999197,26046.3178004,52.5365423764,62,52.6092153284,515.986510824,1750.89670126,9,18.9333502481,15,350,0.0257942908,0.220920556615,0.0206129965681,0.200061510063,392,131,53014.8817086,71212.7935713,9256.0617188,2227,1113.5
153,153,12.5663706144,19015.3506179,994.667383136,13032.8312194,1206.36249467,5982.51939846,1286.88026775,499.679336587,410.635994218,583.269484231,506.598668761,515.388353017,429.391675434,438.0039475,396.270176914,675.207181632,447.146944658,833.724330013,552.249664424,1178.03987624,772.856318854,409.097758608,376.810211999,306.43112562,329.156234712,101.744230689,212.958329194,8319.3069707,1917.51305436,24173.5236768,2570.2025677,5054.15647004,1116.85694108,43834.9818638,3408.24898329,9446.23378036,1828.97328209,1,1,1.87630789373,116,1.19900332209,2.17891263815,22482.118586,53.1387046195,66,45.0285825308,259.187506897,1876.00736844,7,20.8987621239,3,193,0.0202471641767,0.136438378201,0.0133114360077,0.118224724815,175,58,35416.7999976,43799.8214939,2548.01791816,567,283.5
159,159,12.5663706144,33476.3078224,2252.5283165,11524.6109346,1424.8140868,21951.6968878,2475.06076673,602.968582693,608.697844355,400.531129664,518.831557532,376.350801946,493.502609568,376.690219562,478.686549584,798.175047328,646.382920876,3690.94183096,1575.66584505,3503.0269124,1541.211355,1463.61186475,1041.4548695,587.917114034,602.272021425,225.831758553,454.530425877,13272.0944678,3520.0295715,41703.4948557,5299.97711762,5907.36179238,1427.61878396,72324.4928405,7063.30380361,15733.6691972,3749.75857131,3,1,2.10392618069,190,2.93688467426,6.92776682701,43491.7848689,64.4910753319,77,42.9092137039,271.365759884,3977.48739352,24,45.760221919,18,321,0.0113410456167,0.122276798664,0.00751714474172,0.109201045513,402,134,58249.4865305,72141.6583686,7634.98824532,2140,1070
166,166,12.5663706144,25589.2311448,1458.12631543,13287.0459234,1637.57368627,12302.1852214,1934.72235931,812.063997336,658.126382711,943.105304532,740.289073781,913.160235504,689.713020605,260.952186024,332.759095891,117.145440042,268.063300776,2432.32332501,1070.93537565,2765.96292167,1457.39205205,607.072997025,618.248734333,212.563654219,355.843849449,4.12733075447,226.328185768,15890.8515019,4425.85476175,33880.3711805,5260.70875698,5009.48770543,1488.90357193,73904.586475,7512.49854799,21464.6814884,4609.31749528,3,2,0.0905195521457,304,3.11965484006,6.34517597985,29760.41039,76.5221357885,82,86.9489782916,747.078229099,2179.2314253,12,26.1711889348,10,432,0.0330714282656,0.248439772125,0.0261929477908,0.219535499776,534,178,54623.6890469,73938.7075706,9648.26289656,2284,1142
198,198,12.5663706144,22392.2740137,1222.13454349,12709.7537431,1409.68939359,9682.52027061,1615.7468991,622.85167042,485.97618366,806.998271971,678.888314223,731.870082471,586.259588945,311.974725652,381.912340888,273.764384638,322.015315867,1530.32772807,792.897561235,2555.18608924,1190.50732285,431.182999057,437.866714038,216.920994925,332.693219291,59.1609148314,227.740253662,11183.8913551,3205.55595107,28639.3311495,3860.78896,4703.70179155,1217.31078291,58357.3568254,5385.05383243,14794.8890728,3132.27638898,0,1,0.994029454664,187,2.3569651149,3.83875417897,24026.8568496,49.9766560376,55,36.7814605508,409.187002997,2311.57426167,10,22.1665558901,6,355,0.0241401743312,0.187162083469,0.0177300458939,0.166042151075,401,134,45105.484992,58304.2932202,5754.83417934,1726,863
199,199,12.5663706144,21843.9297856,1160.60553003,13697.5569652,1432.51005586,8146.37282037,1599.33849231,680.946245246,535.35639077,961.653357648,726.906408072,721.963588261,561.347914246,327.520611598,343.769194285,355.415246963,342.227953159,1354.93189475,673.836916449,1849.82289251,1110.50855905,355.068807778,400.569264474,191.463430979,306.732845779,22.0166409531,181.135386028,9810.98120837,2932.63355251,28177.3649095,3861.31609205,4841.99777395,1287.10745825,55687.5946453,5207.70792527,13154.0092474,2959.93813842,1,2,0.911382206391,222,2.68756351012,4.62690687773,24924.43246,75.1428888997,97,68.4757643613,467.281628094,1861.72783734,12,31.4953524928,4,244,0.0269920601879,0.203057583133,0.0185868792582,0.172379558302,391,130,43726.729921,55664.3087629,5447.56506078,1443,721.5
250,250,12.5663706144,16698.0198163,1198.59223935,7675.21608668,1244.36825901,9022.80372957,1505.74523022,1048.6382933,589.808262728,694.602674648,481.905757052,376.008341672,395.721639746,48.2891806728,185.377229649,8.99999997423,167.560734697,2893.86036695,1103.30405851,1596.30760136,846.158956556,383.31024449,428.614479036,19.4213163994,165.611156839,0,165.560734703,6446.89188527,2606.729889,11914.4271784,3336.36260649,2364.92325438,948.538805308,45473.7785865,5496.51311394,12877.8195922,3271.18077014,6,1,0.893725065858,503,3.43815247259,6.89131342958,20158.3615571,50.9956677339,82,79.7117586853,872.011576955,1281.91972317,0,10.1051001566,4,101,0.064009320403,0.104784481374,0.0568966562536,0.0985422785926,904,301,34078.353052,45566.2696172,5248.06209542,2390,1195
172,172,12.5663706144,23439.4619847,1204.84973011,12525.6047501,1591.78593422,10913.8572346,1847.45241387,1188.02144105,804.495774754,716.789559706,621.063192548,633.566492256,597.965343659,286.50928978,429.462705529,99.0845151416,295.307912628,2741.92003211,1191.48478803,2085.88702005,1141.90308394,576.998142324,627.967889419,116.001213582,321.725820076,0,245.461361896,18724.7752872,4863.18398691,35403.4522091,5483.9368581,4116.37180989,1423.26901833,79663.0308822,7694.28186778,25114.8069995,5093.87770884,2,1,0.715015793195,250,0.659537817354,1.3983480912,26522.6284849,6.60652837754,3,13.3881814777,501.917792493,2123.97816196,0,15.777777105,0,89,0.0199528047187,0.0957330693842,0.0187193069535,0.0897353279544,721,240,57868.9505766,79534.8194334,12498.1067548,2503,1251.5
183,183,12.5663706144,16775.1115642,1067.41528615,8286.96612414,1256.48088309,8488.1454401,1463.82653077,1190.18420538,668.126449173,690.124538527,489.059901935,421.684271926,416.284009604,56.1237484329,184.636816035,3.39986439333,156.318887643,2549.40068845,1118.68228735,1468.51418211,794.073721293,708.410971822,649.814681418,58.6151950824,177.452303558,0,155.563362222,8027.58205164,2872.8835588,15164.029362,3627.49928011,3675.02639643,1215.26928988,46648.1754276,5238.30336081,12791.1387069,3283.44505553,3,0,0.50252747839,354,1.99432936014,4.31716358762,17259.0338633,25.1966204557,28,33.8233147548,365.250887618,777.006031589,0,7.0349944012,3,43,0.0256304346936,0.079673785811,0.021611670987,0.0754796946636,546,182,36074.6329443,46676.0278485,6070.37261444,1650,825
210,210,12.5663706144,14533.78417,709.2133983,7448.28571933,1006.03037803,7085.49845063,1127.01209063,639.011822448,427.308929927,661.961040129,507.113271022,392.959303418,344.661745855,185.097292248,262.575265592,35.0308652637,169.204791448,1433.53799707,665.364826507,1302.94940703,685.403315997,356.362849068,370.66241724,82.314459106,206.151032573,0,144.046706316,9956.01835711,2824.03600676,20370.9669889,3772.68552272,2352.49595082,834.880902636,51669.8819359,4529.75609784,16167.50421,3059.4710727,1,1,0.381018098445,178,1.43832859152,3.92754300463,15481.9825894,5.25641219867,3,7.54631871679,218.453497243,1071.60744425,0,4.37977841074,0,31,0.0164688550203,0.0881315308714,0.0148961098359,0.0776749055218,432,144,37396.573137,51717.5276525,7542.37943184,1507,753.5
213,213,12.5663706144,16383.6664612,1033.41381696,8372.27880681,1248.40560659,8011.38765438,1414.01498037,1007.21070177,649.477996075,792.69756646,548.207381413,398.708968925,368.159454784,158.017697055,231.241480639,0.450168488625,134.884076226,2285.87255039,1051.53687058,1499.92907657,849.042781938,612.36850424,621.2110297,82.7218150314,191.284419957,0,134.446074454,7497.68429715,3013.3988815,15322.684142,3818.15942697,3943.8446075,1227.86065188,46199.8098513,5282.04879531,12904.0292352,3589.50757178,4,1,0.269375739896,309,3.48592376738,10.0265271116,16188.1935239,8.09373953169,3,6.8951425211,207.379354276,580.209080823,0,0.617436617284,0,40,0.0145435391654,0.0874552997742,0.0130313133449,0.0860403872286,440,147,34944.6993753,46170.4974708,5584.7129941,1974,987
215,215,12.5663706144,13722.2597758,898.557460436,7355.02963751,1086.80452855,6367.23013834,1244.93426307,1049.38658994,587.9733615,614.668716775,448.721459703,418.606269949,388.325485598,31.2196345739,149.575834511,6.29639553128,134.317977438,2057.63939735,893.743175978,1078.51004808,678.147035452,516.659170479,486.013756196,31.7943674929,140.166021291,0,132.918778431,5599.46015261,2217.00496944,11356.838824,3014.07535727,2702.14547978,934.465412108,37842.1545373,4517.59282836,10193.3615529,2795.32297903,3,0,0.621723569262,299,1.9705580652,3.97572770809,15286.8824502,30.6220768286,32,38.5782991658,446.393678247,712.909374384,0,6.52957139426,3,35,0.0324463785383,0.0721411181938,0.0276205633549,0.0680434874948,545,182,29142.0952717,37889.1237384,4530.92411385,1538,769
277,277,12.5663706144,14188.5633204,766.219164939,6407.70639949,919.738009282,7780.85692088,1112.90796788,474.468319708,334.042076504,537.391847792,440.985707991,443.464353819,367.422512752,198.593258595,266.526909334,50.9955783418,167.68047397,2084.45280042,803.889936545,1389.42959727,677.48371727,412.767221258,408.100904775,38.0151070192,150.309220591,0,126.952379763,9320.14680221,2508.98374579,18416.9767157,3388.94994062,2313.71256423,715.856185908,45854.1522279,4388.76125726,14163.1306726,2870.15740805,0,0,0.343818403112,176,0.907111724689,1.85721725536,15872.412007,5.82045348999,0,6.64487772573,336.145328694,1514.88540879,0,4.98780239003,0,123,0.0189457222955,0.11477888032,0.0176769615408,0.104504662714,438,146,33490.6928914,45949.4444836,6865.53331009,2194,1097
219,219,12.5663706144,18020.7216686,1156.92739628,8295.43404622,1223.24569434,9725.28762242,1503.58657887,949.225702481,640.973557847,703.038313394,505.883664079,374.43654538,368.959878443,212.25367253,297.569816711,8.79997422664,161.045808218,2866.88537812,1188.59959424,1844.97650208,954.766236201,630.570959951,631.16442112,90.1499661927,209.446165107,0,152.47741226,9542.31991397,3257.32519661,18344.7406421,3986.37192422,3996.85791664,1254.87297614,51017.2266359,5556.18839428,14886.935639,3725.36680983,4,1,0.497430513557,320,2.38604985557,7.13548376275,19496.6938842,7.14036236463,2,4.27328691259,180.608806108,1339.99899999,0,0.918871155307,0,109,0.0116217239105,0.10449417445,0.0107366108995,0.103447572517,580,193,38325.1904255,50961.9686244,6881.1156154,2260,1130
225,225,12.5663706144,18868.994787,1112.69833273,8692.05518571,1173.58982946,10176.9396013,1503.59458827,776.259073294,553.231686444,556.407785393,473.232638378,417.697153346,408.367045755,285.866720062,371.926087418,45.3812970327,215.803808718,2805.39865649,1097.8239824,1899.43017734,960.722151715,566.248255228,578.492063651,85.8366019363,231.065796762,0,180.349344937,12944.6552806,3487.86543534,24481.8242185,4024.94034319,3286.52266315,1116.99528612,57643.7410172,5694.91633085,17751.6315923,3856.36086163,2,1,0.799612539346,262,0.901713893797,1.93822555932,21121.488275,4.86949513262,1,4.65079922858,414.532890851,1722.16225744,0,2.33940332377,0,138,0.0180697634883,0.10672374279,0.0172734240282,0.105449738795,608,203,42442.1455081,57636.5699942,8851.99680793,3007,1503.5
274,274,12.5663706144,12848.2235881,643.248278842,6450.94629801,887.4339435,6397.27729013,993.933792148,636.595077096,413.48157838,648.360502415,471.15128978,297.571530064,280.633249024,135.071816805,209.832934121,17.3157972844,138.505225218,1248.4938648,570.730357783,1225.34166906,623.656129459,316.284940074,310.676385428,90.2194313192,201.340014492,0,130.303001534,8637.13348568,2581.08049568,17846.9918881,3424.51975233,1790.02131525,714.587011796,46481.3182593,4127.61811036,14617.7585834,2787.1346151,2,1,0.538362339718,190,1.83848046257,5.55269109192,13788.1573369,3.6317403482,3,6.7411287347,178.55160328,1013.09989043,0,3.15479973707,0,22,0.0171244795762,0.0758237948934,0.0157673049796,0.0681965524168,344,115,33330.3060712,46466.1170418,6768.08522814,857,428.5
